Transaction_ID,Date,Department,Category,Type,Description,Amount
83,2024-01-21,Operations,Professional Services,Expense,Professional Services - Operations - Jan 2024,853.5
84,2024-01-21,Operations,Product Sales,Income,Product Sales - Operations - Jan 2024,6128.76
85,2024-01-22,Marketing,Salaries,Expense,Salaries - Marketing - Jan 2024,8297.02
86,2024-01-22,Marketing,Travel,Expense,Travel - Marketing - Jan 2024,1853.32
87,2024-01-22,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Jan 2024,3991.23
88,2024-01-22,Marketing,Taxes,Expense,Taxes - Marketing - Jan 2024,2722.92
89,2024-01-22,Sales,Other Income,Income,,778.32
90,2024-01-22,Operations,Marketing Campaigns,Expense,Marketing Campaigns - Operations - Jan 2024,2262.35
91,2024-01-22,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jan 2024,3202.43
92,2024-01-22,SALES,Other Income,Income,Other Income - Sales - Jan 2024,909.8
93,2024-01-22,Operations,Taxes,Expense,Taxes - Operations - Jan 2024,810.15
94,2024-01-23,Sales,Utilities,Expense,Utilities - Sales - Jan 2024,261.7
95,2024-01-23,Marketing,Office Supplies,Expense,Office Supplies - Marketing - Jan 2024,103.64
96,2024-01-23,IT,Travel,Expense,Travel - IT - Jan 2024,645.75
97,2024-01-23,Sales,Utilities,Expense,Utilities - Sales - Jan 2024,329.18
98,2024-01-24,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jan 2024,3019.3
99,2024-01-24,Admin,Utilities,Expense,Utilities - Admin - Jan 2024,179.57
100,2024-01-24,Sales,Utilities,Expense,Utilities - Sales - Jan 2024,219.86
101,2024-01-24,HR,Rent,Expense,Rent - HR - Jan 2024,1200.0
102,2024-01-25,Marketing,Utilities,Expense,Utilities - Marketing - Jan 2024,443.74
103,2024-01-25,IT,Marketing Campaigns,Expense,Marketing Campaigns - IT - Jan 2024,2738.72
104,2024-01-25,IT,Software Subscriptions,Expense,Software Subscriptions - IT - Jan 2024,53.08
105,2024-01-25,Operations,Taxes,Expense,Taxes - Operations - Jan 2024,4212.98
106,2024-01-26,Marketing,Professional Services,Expense,Professional Services - Marketing - Jan 2024,1634.54
107,2024-01-26,Admin,Travel,Expense,Travel - Admin - Jan 2024,355.79
108,2024-01-26,Sales,Maintenance,Expense,Maintenance - Sales - Jan 2024,1183.17
109,2024-01-26,Operations,Professional Services,Expense,Professional Services - Operations - Jan 2024,676.26
110,2024-01-26,IT,Office Supplies,Expense,Office Supplies - IT - Jan 2024,367.43
111,2024-01-29,Operations,Other Income,Income,Other Income - Operations - Jan 2024,683.93
112,2024-01-29,Sales,Office Supplies,Expense,Office Supplies - Sales - Jan 2024,298.38
113,2024-01-29,Marketing,Rent,Expense,Rent - Marketing - Jan 2024,1200.0
114,2024-01-30,IT,Rent,Expense,Rent - IT - Jan 2024,1200.0
115,2024-01-30,Operations,Salaries,Expense,Salaries - Operations - Jan 2024,6551.17
116,2024-01-30,Operations,Rent,Expense,Rent - Operations - Jan 2024,1200.0
117,2024-01-30,Operations,Service Revenue,Income,Service Revenue - Operations - Jan 2024,4803.4
118,2024-01-30,Operations,Utilities,Expense,Utilities - Operations - Jan 2024,291.57
119,2024-01-30,Admin,Travel  ,Expense,Travel - Admin - Jan 2024,1433.94
120,2024-01-31,Marketing,Rent  ,Expense,Rent - Marketing - Jan 2024,1200.0
121,2024-01-31,IT,Travel,Expense,Travel - IT - Jan 2024,122.77
122,2024-01-31,Sales,Professional Services,Expense,,2374.34
123,2024-01-31,HR,Maintenance,Expense,Maintenance - HR - Jan 2024,380.32
124,2024-01-31,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jan 2024,2798.5
125,2024-01-31,Operations,Maintenance,Expense,Maintenance - Operations - Jan 2024,1066.83
126,2024-01-31,IT,Office Supplies  ,Expense,Office Supplies - IT - Jan 2024,250.94
127,2024-01-31,IT,Maintenance,Expense,Maintenance - IT - Jan 2024,452.64
128,2024-02-01,IT,Travel  ,Expense,Travel - IT - Feb 2024,2215.93
129,2024-02-01,Operations,Maintenance,Expense,Maintenance - Operations - Feb 2024,829.72
130,2024-02-01,Operations,Product Sales,Income,Product Sales - Operations - Feb 2024,7208.6
131,2024-02-01,Operations,Consulting Fees,Income,Consulting Fees - Operations - Feb 2024,5309.93
132,2024-02-01,HR,utilities,Expense,Utilities - HR - Feb 2024,580.04
133,2024-02-01,Admin,Rent,Expense,Rent - Admin - Feb 2024,1200.0
134,2024-02-01,Admin,Professional Services,Expense,Professional Services - Admin - Feb 2024,1900.94
135,2024-02-02,IT,marketing campaigns,Expense,Marketing Campaigns - IT - Feb 2024,3081.4
136,2024-02-02,Operations,Office Supplies,Expense,Office Supplies - Operations - Feb 2024,255.95
137,2024-02-02,Marketing,Taxes,Expense,Taxes - Marketing - Feb 2024,504.63
138,2024-02-02,Sales,Consulting Fees,Income,Consulting Fees - Sales - Feb 2024,4757.35
139,2024-02-02,SALES,Service Revenue,Income,Service Revenue - Sales - Feb 2024,1834.24
140,2024-02-02,Operations,Other Income,Income,Other Income - Operations - Feb 2024,301.94
141,2024-02-04,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,1381.25
142,2024-02-04,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Feb 2024,585.52
143,2024-02-05,Sales,Professional Services  ,Expense,Professional Services - Sales - Feb 2024,953.52
144,2024-02-05,Operations,Product Sales,Income,Product Sales - Operations - Feb 2024,7014.67
145,2024-02-05,OPERATIONS,Product Sales,Income,Product Sales - Operations - Feb 2024,7338.77
146,2024-02-05,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Feb 2024,1835.16
147,2024-02-05,IT,Maintenance,Expense,Maintenance - IT - Feb 2024,406.92
148,2024-02-05,IT,Office Supplies,Expense,Office Supplies - IT - Feb 2024,130.83
149,2024-02-05,Sales,Other Income,Income,Other Income - Sales - Feb 2024,64.17
150,2024-02-06,Marketing,taxes,Expense,Taxes - Marketing - Feb 2024,4102.64
151,2024-02-06,Operations,Consulting Fees,Income,Consulting Fees - Operations - Feb 2024,964.25
152,2024-02-07,HR,utilities,Expense,Utilities - HR - Feb 2024,410.4
153,2024-02-07,IT,Taxes  ,Expense,Taxes - IT - Feb 2024,2314.68
154,2024-02-07,HR,Taxes,Expense,Taxes - HR - Feb 2024,3842.18
155,2024-02-07,Marketing,Professional Services,Expense,Professional Services - Marketing - Feb 2024,2653.82
156,2024-02-07,Sales,Taxes,Expense,Taxes - Sales - Feb 2024,2664.07
157,2024-02-07,Admin,Utilities,Expense,Utilities - Admin - Feb 2024,222.75
158,2024-02-08,HR,Salaries,Expense,Salaries - HR - Feb 2024,2920.97
159,2024-02-08,Sales,Consulting Fees,Income,Consulting Fees - Sales - Feb 2024,4629.29
160,2024-02-08,HR,Professional Services,Expense,Professional Services - HR - Feb 2024,1463.4
161,2024-02-08,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Feb 2024,1225.05
162,2024-02-08,Operations,Travel,Expense,,492.46
163,2024-02-08,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,1018.5
164,2024-02-08,Operations,Maintenance,Expense,Maintenance - Operations - Feb 2024,506.16
165,2024-02-09,SALES,Consulting Fees,Income,Consulting Fees - Sales - Feb 2024,1016.18
166,2024-02-09,Operations,Professional Services,Expense,Professional Services - Operations - Feb 2024,1866.3
167,2024-02-10,Sales,Consulting Fees,Income,Consulting Fees - Sales - Feb 2024,1644.39
168,2024-02-12,Sales,service revenue,Income,Service Revenue - Sales - Feb 2024,4383.85
169,2024-02-12,Admin,Utilities,Expense,Utilities - Admin - Feb 2024,573.39
170,2024-02-12,Sales,Office Supplies,Expense,Office Supplies - Sales - Feb 2024,140.88
171,2024-02-13,Operations,Professional Services,Expense,Professional Services - Operations - Feb 2024,2067.67
172,2024-02-13,Sales,Travel,Expense,Travel - Sales - Feb 2024,808.67
173,2024-02-13,HR,Rent,Expense,Rent - HR - Feb 2024,1200.0
174,2024-02-13,Operations,Software Subscriptions,Expense,Software Subscriptions - Operations - Feb 2024,277.84
175,2024-02-13,Operations,rent,Expense,,1200.0
176,2024-02-13,Operations,Rent,Expense,Rent - Operations - Feb 2024,1200.0
177,2024-02-13,Sales,Salaries  ,Expense,Salaries - Sales - Feb 2024,3662.81
178,2024-02-13,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,3350.65
179,2024-02-13,Marketing,Professional Services,Expense,Professional Services - Marketing - Feb 2024,1326.53
180,2024-02-14,Marketing,Office Supplies,Expense,Office Supplies - Marketing - Feb 2024,245.54
181,2024-02-14,IT,Salaries,Expense,Salaries - IT - Feb 2024,3658.09
182,2024-02-14,Sales,Utilities,Expense,Utilities - Sales - Feb 2024,430.74
183,2024-02-14,IT,Software Subscriptions,Expense,Software Subscriptions - IT - Feb 2024,113.27
184,2024-02-14,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,938.41
185,2024-02-15,Sales,Utilities,Expense,Utilities - Sales - Feb 2024,330.53
186,2024-02-15,Operations,Service Revenue,Income,Service Revenue - Operations - Feb 2024,789.32
187,2024-02-16,HR,Rent,Expense,Rent - HR - Feb 2024,1200.0
188,2024-02-16,Admin,Salaries,Expense,Salaries - Admin - Feb 2024,8968.36
189,2024-02-16,Marketing,Professional Services,Expense,Professional Services - Marketing - Feb 2024,760.29
190,2024-02-17,Operations,Other Income,Income,Other Income - Operations - Feb 2024,79.04
191,2024-02-17,Sales,Other Income,Income,Other Income - Sales - Feb 2024,1145.14
192,2024-02-17,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,1905.87
193,2024-02-19,Operations,Office Supplies,Expense,Office Supplies - Operations - Feb 2024,20.13
194,2024-02-19,Admin,Taxes,Expense,Taxes - Admin - Feb 2024,1452.9
195,2024-02-19,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Feb 2024,503.87
196,2024-02-19,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,2918.96
197,2024-02-19,Admin,Rent,Expense,Rent - Admin - Feb 2024,1200.0
198,2024-02-19,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Feb 2024,2109.75
199,2024-02-19,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,4142.01
200,2024-02-20,Sales,Consulting Fees,Income,Consulting Fees - Sales - Feb 2024,1724.39
201,2024-02-20,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,5179.22
202,2024-02-21,Marketing,Software Subscriptions,Expense,Software Subscriptions - Marketing - Feb 2024,747.87
203,2024-02-21,IT,Professional Services,Expense,Professional Services - IT - Feb 2024,1958.02
204,2024-02-21,Marketing,Professional Services,Expense,Professional Services - Marketing - Feb 2024,2845.64
205,2024-02-21,Sales,Service Revenue  ,Income,Service Revenue - Sales - Feb 2024,3257.7
206,2024-02-21,IT,Software Subscriptions,Expense,Software Subscriptions - IT - Feb 2024,46.7
207,2024-02-21,IT,Software Subscriptions,Expense,Software Subscriptions - IT - Feb 2024,764.59
208,2024-02-22,Sales,Consulting Fees  ,Income,Consulting Fees - Sales - Feb 2024,4524.88
209,2024-02-22,Operations,Service Revenue,Income,Service Revenue - Operations - Feb 2024,4960.47
210,2024-02-22,Marketing,office supplies,Expense,Office Supplies - Marketing - Feb 2024,310.46
211,2024-02-22,Operations,Other Income  ,Income,Other Income - Operations - Feb 2024,380.37
212,2024-02-22,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,4477.27
213,2024-02-23,Sales,Office Supplies  ,Expense,Office Supplies - Sales - Feb 2024,306.21
214,2024-02-23,Operations,Rent,Expense,Rent - Operations - Feb 2024,1200.0
215,2024-02-23,Operations,Utilities,Expense,Utilities - Operations - Feb 2024,283.9
216,2024-02-23,Admin,Rent,Expense,Rent - Admin - Feb 2024,1200.0
217,2024-02-23,Operations,Travel,Expense,Travel - Operations - Feb 2024,328.03
218,2024-02-23,IT,Utilities,Expense,Utilities - IT - Feb 2024,549.12
219,2024-02-24,IT,Maintenance,Expense,Maintenance - IT - Feb 2024,333.68
220,2024-02-25,Marketing,Travel,Expense,,1575.95
221,2024-02-26,Operations,Professional Services,Expense,Professional Services - Operations - Feb 2024,2131.62
222,2024-02-26,Operations,Other Income,Income,Other Income - Operations - Feb 2024,1097.0
223,2024-02-26,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,1084.36
224,2024-02-27,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,3659.36
225,2024-02-27,HR,Salaries,Expense,Salaries - HR - Feb 2024,2620.2
226,2024-02-27,Sales,Service Revenue,Income,Service Revenue - Sales - Feb 2024,4915.26
227,2024-02-27,HR,Rent,Expense,Rent - HR - Feb 2024,1200.0
228,2024-02-28,Sales,Product Sales,Income,Product Sales - Sales - Feb 2024,5751.89
229,2024-02-28,Operations,Consulting Fees,Income,Consulting Fees - Operations - Feb 2024,3034.22
230,2024-02-28,Admin,Office Supplies,Expense,Office Supplies - Admin - Feb 2024,259.84
231,2024-02-28,HR,Office Supplies,Expense,Office Supplies - HR - Feb 2024,105.59
232,2024-02-29,Sales,Other Income,Income,Other Income - Sales - Feb 2024,449.79
233,2024-03-01,IT,Professional Services,Expense,Professional Services - IT - Mar 2024,359.49
234,2024-03-01,Marketing,Rent,Expense,Rent - Marketing - Mar 2024,1200.0
235,2024-03-01,Marketing,Professional Services,Expense,Professional Services - Marketing - Mar 2024,1233.99
236,2024-03-01,IT,Marketing Campaigns,Expense,Marketing Campaigns - IT - Mar 2024,686.36
237,2024-03-02,Admin,Taxes,Expense,Taxes - Admin - Mar 2024,2941.46
238,2024-03-03,Marketing,Professional Services,Expense,Professional Services - Marketing - Mar 2024,2106.36
239,2024-03-04,Admin,Taxes  ,Expense,Taxes - Admin - Mar 2024,1985.97
240,2024-03-04,SALES,Service Revenue,Income,Service Revenue - Sales - Mar 2024,1422.34
241,2024-03-04,Marketing,Maintenance,Expense,Maintenance - Marketing - Mar 2024,374.8
242,2024-03-04,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,3093.58
243,2024-03-04,Sales,Other Income,Income,Other Income - Sales - Mar 2024,1206.98
244,2024-03-04,IT,Travel,Expense,Travel - IT - Mar 2024,1572.34
245,2024-03-05,Operations,Office Supplies,Expense,Office Supplies - Operations - Mar 2024,387.75
246,2024-03-05,Admin,Travel,Expense,Travel - Admin - Mar 2024,393.84
247,2024-03-05,Sales,consulting fees,Income,Consulting Fees - Sales - Mar 2024,4371.68
248,2024-03-05,Operations,Consulting Fees,Income,Consulting Fees - Operations - Mar 2024,1774.54
249,2024-03-06,Operations,Product Sales,Income,Product Sales - Operations - Mar 2024,3562.3
250,2024-03-06,Operations,Salaries,Expense,Salaries - Operations - Mar 2024,7859.29
251,2024-03-06,Operations,utilities,Expense,Utilities - Operations - Mar 2024,558.24
252,2024-03-06,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,4185.97
253,2024-03-06,Sales,Product Sales,Income,Product Sales - Sales - Mar 2024,1347.07
254,2024-03-06,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Mar 2024,3009.32
255,2024-03-07,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Mar 2024,268.4
256,2024-03-07,HR,taxes,Expense,Taxes - HR - Mar 2024,3646.92
257,2024-03-07,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,3569.91
258,2024-03-08,Sales,Service Revenue,Income,Service Revenue - Sales - Mar 2024,3112.28
259,2024-03-08,Admin,Professional Services,Expense,Professional Services - Admin - Mar 2024,1192.1
260,2024-03-09,IT,Rent,Expense,Rent - IT - Mar 2024,1200.0
261,2024-03-11,Admin,Utilities,Expense,Utilities - Admin - Mar 2024,352.77
262,2024-03-11,Sales,Product Sales,Income,Product Sales - Sales - Mar 2024,3477.61
263,2024-03-11,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,5188.41
264,2024-03-11,HR,Utilities,Expense,,351.36
265,2024-03-11,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Mar 2024,2770.42
266,2024-03-11,Sales,Rent,Expense,Rent - Sales - Mar 2024,1200.0
267,2024-03-11,HR,Professional Services,Expense,Professional Services - HR - Mar 2024,1220.2
268,2024-03-11,Operations,Other Income,Income,Other Income - Operations - Mar 2024,925.9
269,2024-03-12,Sales,Professional Services,Expense,Professional Services - Sales - Mar 2024,2268.77
270,2024-03-12,Marketing,Travel  ,Expense,Travel - Marketing - Mar 2024,865.28
271,2024-03-12,Operations,Product Sales,Income,Product Sales - Operations - Mar 2024,2797.35
272,2024-03-12,Operations,Professional Services,Expense,Professional Services - Operations - Mar 2024,1439.49
273,2024-03-12,Operations,Utilities,Expense,Utilities - Operations - Mar 2024,475.79
274,2024-03-12,Operations,Professional Services  ,Expense,Professional Services - Operations - Mar 2024,2045.42
275,2024-03-12,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,3900.87
276,2024-03-12,HR,Travel,Expense,Travel - HR - Mar 2024,197.34
277,2024-03-13,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Mar 2024,1491.12
278,2024-03-13,IT,Salaries,Expense,Salaries - IT - Mar 2024,2708.82
279,2024-03-13,Sales,product sales,Income,Product Sales - Sales - Mar 2024,1554.15
280,2024-03-14,Sales,Service Revenue,Income,Service Revenue - Sales - Mar 2024,2158.54
281,2024-03-14,Operations,Other Income,Income,Other Income - Operations - Mar 2024,505.25
282,2024-03-15,IT,Rent,Expense,Rent - IT - Mar 2024,1200.0
283,2024-03-15,Sales,Product Sales,Income,Product Sales - Sales - Mar 2024,4305.85
284,2024-03-15,Marketing,Utilities,Expense,Utilities - Marketing - Mar 2024,217.73
285,2024-03-15,Operations,Professional Services,Expense,Professional Services - Operations - Mar 2024,2439.81
286,2024-03-15,Operations,Utilities,Expense,Utilities - Operations - Mar 2024,209.57
287,2024-03-17,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Mar 2024,1973.77
288,2024-03-18,Marketing,Software Subscriptions,Expense,Software Subscriptions - Marketing - Mar 2024,342.08
289,2024-03-18,Admin,Maintenance  ,Expense,Maintenance - Admin - Mar 2024,121.83
290,2024-03-18,IT,rent,Expense,Rent - IT - Mar 2024,1200.0
291,2024-03-18,Sales,Professional Services,Expense,Professional Services - Sales - Mar 2024,1278.12
292,2024-03-18,Operations,Marketing Campaigns,Expense,Marketing Campaigns - Operations - Mar 2024,3265.04
293,2024-03-19,Operations,Other Income,Income,Other Income - Operations - Mar 2024,1259.51
294,2024-03-19,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Mar 2024,2860.13
295,2024-03-19,Operations,Other Income,Income,Other Income - Operations - Mar 2024,210.95
296,2024-03-19,Operations,Other Income,Income,Other Income - Operations - Mar 2024,213.75
297,2024-03-20,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Mar 2024,2793.95
298,2024-03-20,Sales,Service Revenue,Income,Service Revenue - Sales - Mar 2024,1811.03
299,2024-03-20,Sales,Product Sales,Income,Product Sales - Sales - Mar 2024,6197.09
300,2024-03-20,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Mar 2024,742.93
301,2024-03-20,Sales,professional services,Expense,Professional Services - Sales - Mar 2024,2321.34
302,2024-03-21,Sales,Product Sales,Income,Product Sales - Sales - Mar 2024,7553.36
303,2024-03-21,Operations,Marketing Campaigns,Expense,Marketing Campaigns - Operations - Mar 2024,3197.94
304,2024-03-21,Sales,Service Revenue,Income,Service Revenue - Sales - Mar 2024,498.77
305,2024-03-22,Sales,Travel,Expense,Travel - Sales - Mar 2024,1300.96
306,2024-03-22,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,4791.35
307,2024-03-22,IT,Professional Services,Expense,Professional Services - IT - Mar 2024,1104.74
308,2024-03-22,HR,Maintenance,Expense,Maintenance - HR - Mar 2024,794.87
309,2024-03-23,Sales,Service Revenue,Income,Service Revenue - Sales - Mar 2024,3975.47
310,2024-03-23,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Mar 2024,623.51
311,2024-03-24,Sales,Consulting Fees,Income,Consulting Fees - Sales - Mar 2024,2789.42
312,2024-03-24,Operations,Product Sales,Income,Product Sales - Operations - Mar 2024,2838.98
313,2024-03-24,Admin,Office Supplies,Expense,Office Supplies - Admin - Mar 2024,221.76
314,2024-03-25,Sales,Maintenance,Expense,Maintenance - Sales - Mar 2024,950.68
